#
#   partial DOS for atom index     0
#
#   Add data for atom_index =   1,  n,l,m,z=  2  1 -1  1
#   Add data for atom_index =   1,  n,l,m,z=  2  1  0  1
#   Add data for atom_index =   1,  n,l,m,z=  2  1  1  1
#   Add data for atom_index =   1,  n,l,m,z=  2  1 -1  2
#   Add data for atom_index =   1,  n,l,m,z=  2  1  0  2
#   Add data for atom_index =   1,  n,l,m,z=  2  1  1  2
#   Add data for atom_index =   2,  n,l,m,z=  2  1 -1  1
#   Add data for atom_index =   2,  n,l,m,z=  2  1  0  1
#   Add data for atom_index =   2,  n,l,m,z=  2  1  1  1
#   Add data for atom_index =   2,  n,l,m,z=  2  1 -1  2
#   Add data for atom_index =   2,  n,l,m,z=  2  1  0  2
#   Add data for atom_index =   2,  n,l,m,z=  2  1  1  2
#
#    Energy          spin 1        spin2
#
  -10.0000000     0.34750280
   -9.9959992     0.31192972
   -9.9919984     0.28695383
   -9.9879976     0.27854758
   -9.9839968     0.28991206
   -9.9799960     0.32002371
   -9.9759952     0.36317532
   -9.9719944     0.40993739
   -9.9679936     0.44955279
   -9.9639928     0.47313043
   -9.9599920     0.47643417
   -9.9559912     0.46102861
   -9.9519904     0.43324368
   -9.9479896     0.40151839
   -9.9439888     0.37348726
   -9.9399880     0.35414883
   -9.9359872     0.34564831
   -9.9319864     0.34819124
   -9.9279856     0.36105272
   -9.9239848     0.38285932
   -9.9199840     0.41107093
   -9.9159832     0.44131805
   -9.9119824     0.46745431
   -9.9079816     0.48274038
   -9.9039808     0.48180456
   -9.8999800     0.46246538
   -9.8959792     0.42652840
   -9.8919784     0.37923914
   -9.8879776     0.32777271
   -9.8839768     0.27950403
   -9.8799760     0.24065515
   -9.8759752     0.21547356
   -9.8719744     0.20575566
   -9.8679736     0.21054816
   -9.8639728     0.22615167
   -9.8599720     0.24677580
   -9.8559712     0.26605721
   -9.8519704     0.27915973
   -9.8479696     0.28466224
   -9.8439688     0.28530984
   -9.8399680     0.28711471
   -9.8359672     0.29703720
   -9.8319664     0.32014320
   -9.8279656     0.35738924
   -9.8239648     0.40494621
   -9.8199640     0.45537018
   -9.8159632     0.50020309
   -9.8119624     0.53299614
   -9.8079616     0.55153075
   -9.8039608     0.55829860
   -9.7999600     0.55902581
   -9.7959592     0.55988468
   -9.7919584     0.56461770
   -9.7879576     0.57281087
   -9.7839568     0.57999913
   -9.7799560     0.57945918
   -9.7759552     0.56485227
   -9.7719544     0.53261880
   -9.7679536     0.48326273
   -9.7639528     0.42123075
   -9.7599520     0.35369278
   -9.7559512     0.28887924
   -9.7519504     0.23459090
   -9.7479496     0.19715804
   -9.7439488     0.18075265
   -9.7399480     0.18681775
   -9.7359472     0.21355484
   -9.7319464     0.25573971
   -9.7279456     0.30531323
   -9.7239448     0.35299511
   -9.7199440     0.39063438
   -9.7159432     0.41345742
   -9.7119424     0.42120942
   -9.7079416     0.41760685
   -9.7039408     0.40834037
   -9.6999400     0.39860309
   -9.6959392     0.39130856
   -9.6919384     0.38669971
   -9.6879376     0.38324865
   -9.6839368     0.37910682
   -9.6799360     0.37322742
   -9.6759352     0.36564208
   -9.6719344     0.35694292
   -9.6679336     0.34745554
   -9.6639328     0.33669035
   -9.6599320     0.32343963
   -9.6559312     0.30650430
   -9.6519304     0.28567931
   -9.6479296     0.26245423
   -9.6439288     0.23997561
   -9.6399280     0.22215727
   -9.6359272     0.21227505
   -9.6319264     0.21171277
   -9.6279256     0.21951812
   -9.6239248     0.23303655
   -9.6199240     0.24931167
   -9.6159232     0.26650518
   -9.6119224     0.28456535
   -9.6079216     0.30479104
   -9.6039208     0.32857107
   -9.5999200     0.35606736
   -9.5959192     0.38565579
   -9.5919184     0.41447825
   -9.5879176     0.43973850
   -9.5839168     0.45985185
   -9.5799160     0.47463104
   -9.5759152     0.48437958
   -9.5719144     0.48861583
   -9.5679136     0.48551966
   -9.5639128     0.47274074
   -9.5599120     0.44921291
   -9.5559112     0.41680350
   -9.5519104     0.38059797
   -9.5479096     0.34741611
   -9.5439088     0.32323476
   -9.5399080     0.31085184
   -9.5359072     0.30898618
   -9.5319064     0.31320211
   -9.5279056     0.31808259
   -9.5239048     0.31948944
   -9.5199040     0.31583058
   -9.5159032     0.30790511
   -9.5119024     0.29771235
   -9.5079016     0.28711137
   -9.5039008     0.27713797
   -9.4999000     0.26823586
   -9.4958992     0.26103718
   -9.4918984     0.25703812
   -9.4878976     0.25868333
   -9.4838968     0.26880299
   -9.4798960     0.28970791
   -9.4758952     0.32234058
   -9.4718944     0.36573732
   -9.4678936     0.41685863
   -9.4638928     0.47074660
   -9.4598920     0.52099125
   -9.4558912     0.56053780
   -9.4518904     0.58282911
   -9.4478896     0.58312013
   -9.4438888     0.55961874
   -9.4398880     0.51405582
   -9.4358872     0.45145068
   -9.4318864     0.37914062
   -9.4278856     0.30540311
   -9.4238848     0.23807668
   -9.4198840     0.18348799
   -9.4158832     0.14582121
   -9.4118824     0.12691761
   -9.4078816     0.12639799
   -9.4038808     0.14195918
   -9.3998800     0.16971917
   -9.3958792     0.20458336
   -9.3918784     0.24072910
   -9.3878776     0.27235384
   -9.3838768     0.29471636
   -9.3798760     0.30525166
   -9.3758752     0.30432248
   -9.3718744     0.29517292
   -9.3678736     0.28293396
   -9.3638728     0.27295966
   -9.3598720     0.26910292
   -9.3558712     0.27258587
   -9.3518704     0.28187405
   -9.3478696     0.29356501
   -9.3438688     0.30392904
   -9.3398680     0.31051082
   -9.3358672     0.31316619
   -9.3318664     0.31408524
   -9.3278656     0.31673066
   -9.3238648     0.32410712
   -9.3198640     0.33716588
   -9.3158632     0.35418510
   -9.3118624     0.37153323
   -9.3078616     0.38549190
   -9.3038608     0.39420118
   -9.2998600     0.39869523
   -9.2958592     0.40250188
   -9.2918584     0.41006595
   -9.2878576     0.42482408
   -9.2838568     0.44779796
   -9.2798560     0.47716128
   -9.2758552     0.50872797
   -9.2718544     0.53701776
   -9.2678536     0.55653401
   -9.2638528     0.56297701
