#
#   partial DOS for atom index     0
#
#   Add data for atom_index =   1,  n,l,m,z=  2  0  0  1
#   Add data for atom_index =   1,  n,l,m,z=  2  0  0  2
#   Add data for atom_index =   2,  n,l,m,z=  2  0  0  1
#   Add data for atom_index =   2,  n,l,m,z=  2  0  0  2
#
#    Energy          spin 1        spin2
#
  -10.0000000     0.00421523
   -9.9959992     0.00503772
   -9.9919984     0.00614571
   -9.9879976     0.00748976
   -9.9839968     0.00897342
   -9.9799960     0.01046759
   -9.9759952     0.01182800
   -9.9719944     0.01291146
   -9.9679936     0.01359340
   -9.9639928     0.01379150
   -9.9599920     0.01349436
   -9.9559912     0.01278329
   -9.9519904     0.01183030
   -9.9479896     0.01086365
   -9.9439888     0.01010963
   -9.9399880     0.00973421
   -9.9359872     0.00980796
   -9.9319864     0.01030287
   -9.9279856     0.01111093
   -9.9239848     0.01206742
   -9.9199840     0.01297039
   -9.9159832     0.01360298
   -9.9119824     0.01376988
   -9.9079816     0.01334736
   -9.9039808     0.01232768
   -9.8999800     0.01083108
   -9.8959792     0.00907244
   -9.8919784     0.00729503
   -9.8879776     0.00570259
   -9.8839768     0.00441878
   -9.8799760     0.00348368
   -9.8759752     0.00287646
   -9.8719744     0.00254380
   -9.8679736     0.00241962
   -9.8639728     0.00243440
   -9.8599720     0.00252136
   -9.8559712     0.00262716
   -9.8519704     0.00272782
   -9.8479696     0.00284281
   -9.8439688     0.00303754
   -9.8399680     0.00340814
   -9.8359672     0.00404998
   -9.8319664     0.00501939
   -9.8279656     0.00630238
   -9.8239648     0.00780379
   -9.8199640     0.00936390
   -9.8159632     0.01079830
   -9.8119624     0.01194591
   -9.8079616     0.01270491
   -9.8039608     0.01304230
   -9.7999600     0.01297721
   -9.7959592     0.01255260
   -9.7919584     0.01181436
   -9.7879576     0.01080819
   -9.7839568     0.00959023
   -9.7799560     0.00823732
   -9.7759552     0.00684508
   -9.7719544     0.00551275
   -9.7679536     0.00432430
   -9.7639528     0.00333798
   -9.7599520     0.00259086
   -9.7559512     0.00211549
   -9.7519504     0.00195893
   -9.7479496     0.00219240
   -9.7439488     0.00290227
   -9.7399480     0.00416034
   -9.7359472     0.00598119
   -9.7319464     0.00828479
   -9.7279456     0.01088746
   -9.7239448     0.01353604
   -9.7199440     0.01597811
   -9.7159432     0.01803666
   -9.7119424     0.01964771
   -9.7079416     0.02083740
   -9.7039408     0.02165249
   -9.6999400     0.02209119
   -9.6959392     0.02208254
   -9.6919384     0.02152963
   -9.6879376     0.02038693
   -9.6839368     0.01871818
   -9.6799360     0.01669523
   -9.6759352     0.01453856
   -9.6719344     0.01243771
   -9.6679336     0.01049813
   -9.6639328     0.00873930
   -9.6599320     0.00713467
   -9.6559312     0.00566132
   -9.6519304     0.00432898
   -9.6479296     0.00317714
   -9.6439288     0.00225057
   -9.6399280     0.00157280
   -9.6359272     0.00113288
   -9.6319264     0.00088926
   -9.6279256     0.00078489
   -9.6239248     0.00076461
   -9.6199240     0.00078781
   -9.6159232     0.00083339
   -9.6119224     0.00089749
   -9.6079216     0.00098645
   -9.6039208     0.00110807
   -9.5999200     0.00126438
   -9.5959192     0.00144820
   -9.5919184     0.00164428
   -9.5879176     0.00183391
   -9.5839168     0.00200042
   -9.5799160     0.00213281
   -9.5759152     0.00222700
   -9.5719144     0.00228619
   -9.5679136     0.00232297
   -9.5639128     0.00236402
   -9.5599120     0.00245470
   -9.5559112     0.00265804
   -9.5519104     0.00304347
   -9.5479096     0.00366567
   -9.5439088     0.00454058
   -9.5399080     0.00562966
   -9.5359072     0.00684151
   -9.5319064     0.00805189
   -9.5279056     0.00913347
   -9.5239048     0.00998171
   -9.5199040     0.01052695
   -9.5159032     0.01073197
   -9.5119024     0.01058412
   -9.5079016     0.01009219
   -9.5039008     0.00929267
   -9.4999000     0.00825999
